label,hand,score,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
0,Left,0.9981323480606079,0.7573418617248535,0.8295180201530457,-6.955493745408603e-07,0.6800686120986938,0.7707468271255493,-0.0323299877345562,0.6173740029335022,0.6692984700202942,-0.05352446436882019,0.6155337691307068,0.5587374567985535,-0.07367590069770813,0.6760197281837463,0.5312420129776001,-0.08240200579166412,0.6539691090583801,0.574042022228241,-0.015454621985554695,0.6182618737220764,0.48002830147743225,-0.05884265899658203,0.6288930177688599,0.5661365389823914,-0.07159558683633804,0.649047315120697,0.6036677360534668,-0.07461359351873398,0.708177924156189,0.5716691613197327,-0.012968240305781364,0.6762614846229553,0.4878391623497009,-0.05986021086573601,0.6879355907440186,0.6083451509475708,-0.05938529223203659,0.701317548751831,0.6311430931091309,-0.049209751188755035,0.7579324841499329,0.572593629360199,-0.018507203087210655,0.7302519679069519,0.49473121762275696,-0.06658961623907089,0.7296000719070435,0.6138390898704529,-0.047486428171396255,0.7437127232551575,0.6483832001686096,-0.023304861038923264,0.8090741634368896,0.5853947401046753,-0.026609398424625397,0.7798676490783691,0.5197278261184692,-0.05513612926006317,0.7772318124771118,0.6026018261909485,-0.04378407076001167,0.7891388535499573,0.6393027305603027,-0.02824813686311245
0,Left,0.9790993928909302,0.7246188521385193,0.7848737239837646,-5.381483560995548e-07,0.6608701348304749,0.7479029893875122,-0.05267012491822243,0.616162896156311,0.6409019827842712,-0.07885834574699402,0.6223099231719971,0.5382031798362732,-0.09984222054481506,0.6773442625999451,0.5040328502655029,-0.10930337756872177,0.6795985102653503,0.5537573099136353,-0.03827745094895363,0.6602831482887268,0.4855446219444275,-0.0807606503367424,0.6492919325828552,0.5602944493293762,-0.09182117134332657,0.6620895266532898,0.5670953392982483,-0.09519970417022705,0.7353091835975647,0.5562639832496643,-0.026797743514180183,0.729781448841095,0.4935373365879059,-0.07825177162885666,0.7179271578788757,0.6071590185165405,-0.08299551159143448,0.7306149005889893,0.6168158054351807,-0.07579296082258224,0.7884275317192078,0.5690624117851257,-0.02403394505381584,0.7726907134056091,0.49835675954818726,-0.07678835093975067,0.7565937638282776,0.6076024174690247,-0.06975695490837097,0.765023410320282,0.6240535974502563,-0.05358228459954262,0.836605966091156,0.575617790222168,-0.024606453254818916,0.8150485754013062,0.5327236652374268,-0.05387445539236069,0.7997918725013733,0.598808228969574,-0.05134156346321106,0.8050373792648315,0.6155055165290833,-0.0434684082865715
0,Left,0.998604953289032,0.7548941373825073,0.8289850950241089,-6.992692647145304e-07,0.681027352809906,0.7711998224258423,-0.03824964910745621,0.6241004467010498,0.654476523399353,-0.06232627108693123,0.6310697793960571,0.5382050275802612,-0.08679121732711792,0.693557858467102,0.5094762444496155,-0.10103007405996323,0.6649376153945923,0.5291914343833923,-0.011408443562686443,0.6337671875953674,0.44940346479415894,-0.05680203065276146,0.6309181451797485,0.5258166193962097,-0.07288053631782532,0.6443739533424377,0.539966344833374,-0.07899197190999985,0.718643844127655,0.5273314714431763,-0.00947375688701868,0.697127640247345,0.461600124835968,-0.05660489574074745,0.7005102038383484,0.5865985155105591,-0.05327121540904045,0.7165693640708923,0.5932093858718872,-0.0403643473982811,0.7715976238250732,0.5411224961280823,-0.0174741018563509,0.7534292340278625,0.4812714755535126,-0.06924816220998764,0.7437002062797546,0.6028843522071838,-0.048821814358234406,0.754038393497467,0.6186666488647461,-0.022470736876130104,0.8232868909835815,0.5647009015083313,-0.028775377199053764,0.8050485849380493,0.5131492018699646,-0.05452081188559532,0.7953476905822754,0.5936180353164673,-0.03915134444832802,0.8038387894630432,0.6166245341300964,-0.021135669201612473
0,Left,0.9974318146705627,0.745145320892334,0.8038309216499329,-5.994780849505332e-07,0.6860301494598389,0.7431884407997131,-0.04626446217298508,0.6413366794586182,0.6196475028991699,-0.07356267422437668,0.6527053713798523,0.5093734860420227,-0.09737004339694977,0.7136417627334595,0.4835358262062073,-0.1105085164308548,0.6958020925521851,0.5217961072921753,-0.03133699670433998,0.6700231432914734,0.4402458369731903,-0.0760277584195137,0.6577348709106445,0.49932482838630676,-0.08667048811912537,0.6705507040023804,0.5104472041130066,-0.08839043229818344,0.7476173043251038,0.5350381731987,-0.02337006852030754,0.7350151538848877,0.46747955679893494,-0.07575907558202744,0.7207953929901123,0.583274781703949,-0.07428637146949768,0.7375481724739075,0.6008026599884033,-0.06068471074104309,0.7982238531112671,0.5566669702529907,-0.02424580603837967,0.7810806035995483,0.48996978998184204,-0.08155743032693863,0.7550187706947327,0.6062321662902832,-0.06698840856552124,0.7670028209686279,0.6317524909973145,-0.04307682812213898,0.8456947803497314,0.5820012092590332,-0.027828173711895943,0.8240289688110352,0.5293325185775757,-0.06190831959247589,0.7991321682929993,0.6090421080589294,-0.05421372503042221,0.8055161237716675,0.6400361061096191,-0.040077488869428635
0,Left,0.9964824914932251,0.7449584007263184,0.7954657077789307,-5.510510163730942e-07,0.6849582195281982,0.7314411997795105,-0.054787587374448776,0.6490815281867981,0.6045510768890381,-0.08860723674297333,0.6654552817344666,0.4953860640525818,-0.1159227043390274,0.7295879125595093,0.4839310050010681,-0.13151612877845764,0.7116600871086121,0.5196065306663513,-0.05310840159654617,0.693022608757019,0.4404855966567993,-0.1026601493358612,0.6810424327850342,0.5236151814460754,-0.11290144920349121,0.6947994828224182,0.5560806393623352,-0.11407923698425293,0.7630505561828613,0.5404067635536194,-0.04145054146647453,0.7561587691307068,0.46757617592811584,-0.09894018620252609,0.7327219247817993,0.5883959531784058,-0.09762999415397644,0.7448023557662964,0.6100547909736633,-0.08418366312980652,0.8126540780067444,0.5635655522346497,-0.03813846409320831,0.7985647916793823,0.4946272075176239,-0.09757934510707855,0.7649686336517334,0.6099162697792053,-0.08118490129709244,0.7740745544433594,0.6378087401390076,-0.05641588941216469,0.8571810126304626,0.5870928168296814,-0.03809656947851181,0.8375080823898315,0.5332143306732178,-0.07427497208118439,0.8097094893455505,0.6104989647865295,-0.06678949296474457,0.8138977289199829,0.6412756443023682,-0.05277480185031891
0,Right,0.989281415939331,0.6877872943878174,0.5520298480987549,2.0174064729872043e-07,0.7402093410491943,0.5588411092758179,-0.015211128629744053,0.7897536754608154,0.5783551931381226,-0.040615640580654144,0.8115894794464111,0.5984066724777222,-0.0672261193394661,0.8193717002868652,0.6135159730911255,-0.09388026595115662,0.8084142804145813,0.5228124260902405,-0.06361371278762817,0.82330322265625,0.5427753925323486,-0.11119553446769714,0.8142406940460205,0.5883777737617493,-0.1364252120256424,0.8111929893493652,0.6050476431846619,-0.1511663794517517,0.7644884586334229,0.49299657344818115,-0.07838562875986099,0.7893139719963074,0.5307115912437439,-0.12370964884757996,0.7736236453056335,0.5901679396629333,-0.12857003509998322,0.7699658870697021,0.603783130645752,-0.1301439255475998,0.7182404398918152,0.48231855034828186,-0.09515150636434555,0.7412923574447632,0.5194582343101501,-0.13721239566802979,0.7293695211410522,0.5742965936660767,-0.12199722230434418,0.7215831875801086,0.5788859128952026,-0.10808520764112473,0.6754038333892822,0.4782862663269043,-0.11313571780920029,0.6894254684448242,0.5134493112564087,-0.14321929216384888,0.6866969466209412,0.5409783720970154,-0.13531072437763214,0.6822420358657837,0.5311880111694336,-0.12723132967948914
0,Left,0.9955966472625732,0.725152313709259,0.8141230344772339,-5.731535566155799e-07,0.6566258668899536,0.7409056425094604,-0.03117537312209606,0.6064145565032959,0.6291375756263733,-0.054569363594055176,0.6004257202148438,0.5372804999351501,-0.0774877667427063,0.6502560973167419,0.5125783085823059,-0.08976323157548904,0.6986737251281738,0.5346018671989441,-0.01231938786804676,0.6435465812683105,0.4635607898235321,-0.05458374693989754,0.6287709474563599,0.5295846462249756,-0.07065696269273758,0.6489695906639099,0.5355421900749207,-0.07681506127119064,0.739987313747406,0.5405166149139404,-0.01264270395040512,0.6814274787902832,0.4783044755458832,-0.05400892347097397,0.673633873462677,0.5907793045043945,-0.05128287151455879,0.7086266279220581,0.5998815894126892,-0.04006951302289963,0.7806377410888672,0.5520874857902527,-0.021631969138979912,0.7180204391479492,0.4931071400642395,-0.06455352902412415,0.7068901062011719,0.6068692207336426,-0.05064741149544716,0.7448878288269043,0.6307258009910583,-0.03146085888147354,0.8193109631538391,0.5714603662490845,-0.03360987827181816,0.763334333896637,0.517209529876709,-0.05977660417556763,0.7484907507896423,0.5942459106445312,-0.05164926499128342,0.7746960520744324,0.6259946227073669,-0.03821953013539314
0,Left,0.9982678294181824,0.7581730484962463,0.8161110281944275,-5.273699912322627e-07,0.6795452237129211,0.7357384562492371,-0.014065401628613472,0.6159383654594421,0.6477906703948975,-0.038094792515039444,0.6004244685173035,0.5600141286849976,-0.06966230273246765,0.6412142515182495,0.5122730135917664,-0.09341119229793549,0.6858960390090942,0.5345607995986938,0.011822004802525043,0.6412163376808167,0.44632139801979065,-0.026201829314231873,0.6234285235404968,0.4559359848499298,-0.033106833696365356,0.6217803955078125,0.4517529308795929,-0.030737318098545074,0.7239260673522949,0.5367349982261658,0.00023713181144557893,0.6627095937728882,0.4777880907058716,-0.04279111325740814,0.6637681126594543,0.5823501944541931,-0.0334896594285965,0.6981562376022339,0.5890693664550781,-0.01365594007074833,0.764780580997467,0.5453647375106812,-0.020270302891731262,0.6968372464179993,0.5004132986068726,-0.06591396778821945,0.6981648206710815,0.608047366142273,-0.04546566307544708,0.7345514297485352,0.6235830783843994,-0.019256852567195892,0.8042411804199219,0.5619135499000549,-0.04255589097738266,0.7437127232551575,0.5179312229156494,-0.06587185710668564,0.7367925643920898,0.5912385582923889,-0.05163280665874481,0.7662778496742249,0.6181970238685608,-0.03349694237112999
0,Left,0.9967291951179504,0.7842852473258972,0.8121083974838257,-6.641382128691475e-07,0.7085716724395752,0.7469135522842407,-0.03367486596107483,0.6482787728309631,0.6408489346504211,-0.05391642078757286,0.6454432010650635,0.5292686820030212,-0.07325596362352371,0.7093448042869568,0.49604538083076477,-0.08279111981391907,0.6753280758857727,0.5234217643737793,-0.012762557715177536,0.6554157137870789,0.42345231771469116,-0.053541865199804306,0.6577954888343811,0.4534057080745697,-0.06507131457328796,0.6553868055343628,0.46909818053245544,-0.0670531764626503,0.7331379055976868,0.5189360976219177,-0.0113867511972785,0.727364182472229,0.43352457880973816,-0.05873850733041763,0.7349075675010681,0.556786060333252,-0.058931414037942886,0.7344306111335754,0.5913184285163879,-0.04676610976457596,0.7899318337440491,0.5303435325622559,-0.01761302910745144,0.7830196619033813,0.46150895953178406,-0.0696602314710617,0.7796710729598999,0.5844790935516357,-0.0489179864525795,0.7757142186164856,0.6219959259033203,-0.020609190687537193,0.8434138298034668,0.5579714775085449,-0.026381390169262886,0.8324406147003174,0.49907007813453674,-0.057989295572042465,0.8289808034896851,0.5825721025466919,-0.04318565875291824,0.8278466463088989,0.6177145838737488,-0.023596519604325294
0,Left,0.9970394372940063,0.7929230332374573,0.8155284523963928,-7.917681159597123e-07,0.7096100449562073,0.7591904997825623,-0.04244154691696167,0.6486480236053467,0.6555556058883667,-0.06314395368099213,0.6363885402679443,0.5481957197189331,-0.07927564531564713,0.6903387308120728,0.5204773545265198,-0.08140712976455688,0.67383873462677,0.5155580043792725,-0.03140662610530853,0.6672308444976807,0.40221330523490906,-0.0794954001903534,0.6811606884002686,0.48896196484565735,-0.09195467829704285,0.6839957237243652,0.5453941822052002,-0.09185712784528732,0.735521674156189,0.5171706080436707,-0.0235598087310791,0.7366675138473511,0.42045819759368896,-0.07414661347866058,0.7471686005592346,0.5581051707267761,-0.07489832490682602,0.7415506839752197,0.5942981243133545,-0.06433527171611786,0.7949556112289429,0.5305682420730591,-0.023359205573797226,0.7986515760421753,0.4558000862598419,-0.07359650731086731,0.794384241104126,0.5817959904670715,-0.05047370120882988,0.7834739685058594,0.6227604746818542,-0.0225762240588665,0.8493254780769348,0.5579787492752075,-0.026644200086593628,0.8471617698669434,0.5024766325950623,-0.05585763230919838,0.841539740562439,0.584441602230072,-0.040808290243148804,0.8331700563430786,0.6176431179046631,-0.022163458168506622
